ID,FECHA,DEVICE,TEMPERATURA,AMPERAJE
117,07/06/2023 14:30,ESP32,26,5
118,07/06/2023 14:30,ESP32,26,6
120,08/06/2023 07:25,ESP32,24,5
121,08/06/2023 07:26,ESP32,24,5
122,08/06/2023 07:26,ESP32,25,6
123,08/06/2023 07:27,ESP32,26,6
124,08/06/2023 07:27,ESP32,26,5
125,08/06/2023 07:28,ESP32,26,5
126,08/06/2023 07:28,ESP32,26,6
127,08/06/2023 07:29,ESP32,26,6
128,08/06/2023 07:30,ESP32,27,0
129,08/06/2023 07:31,ESP32,26,0
130,08/06/2023 07:31,ESP32,26,0
131,08/06/2023 07:32,ESP32,25,0
132,08/06/2023 07:32,ESP32,25,0
133,08/06/2023 07:33,ESP32,25,0
134,08/06/2023 07:33,ESP32,24,0
135,08/06/2023 07:34,ESP32,24,0
136,08/06/2023 10:26,ESP32,24,0
137,08/06/2023 10:26,ESP32,25,0
138,08/06/2023 10:27,ESP32,25,0
139,08/06/2023 10:27,ESP32,25,0
140,08/06/2023 10:28,ESP32,24,0
141,08/06/2023 10:28,ESP32,24,0
142,08/06/2023 10:29,ESP32,24,0
143,08/06/2023 10:29,ESP32,24,0
144,08/06/2023 10:30,ESP32,25,0
145,08/06/2023 10:30,ESP32,25,0
146,08/06/2023 10:31,ESP32,24,0
147,08/06/2023 10:31,ESP32,24,0
148,08/06/2023 10:32,ESP32,24,0
149,08/06/2023 10:32,ESP32,24,0
150,08/06/2023 10:33,ESP32,25,0
151,08/06/2023 10:33,ESP32,24,0
152,08/06/2023 10:34,ESP32,24,0
153,08/06/2023 10:34,ESP32,24,0
154,08/06/2023 10:35,ESP32,24,0
155,08/06/2023 10:35,ESP32,24,0
156,08/06/2023 10:36,ESP32,24,0
157,08/06/2023 10:36,ESP32,24,0
158,08/06/2023 10:37,ESP32,24,0
159,08/06/2023 10:37,ESP32,24,0
160,08/06/2023 10:38,ESP32,24,0
161,08/06/2023 10:38,ESP32,24,0
162,08/06/2023 10:39,ESP32,24,0
163,08/06/2023 10:39,ESP32,25,0
164,08/06/2023 10:40,ESP32,23,0
165,08/06/2023 10:40,ESP32,24,0
166,08/06/2023 10:41,ESP32,24,0
167,08/06/2023 10:41,ESP32,24,0
168,08/06/2023 10:42,ESP32,24,0
169,08/06/2023 10:42,ESP32,24,0
170,08/06/2023 10:43,ESP32,24,0
171,08/06/2023 10:43,ESP32,24,0
172,08/06/2023 10:44,ESP32,24,0
173,08/06/2023 10:44,ESP32,24,0
174,08/06/2023 10:45,ESP32,24,0
175,08/06/2023 10:45,ESP32,24,0
176,08/06/2023 10:46,ESP32,24,0
177,08/06/2023 10:46,ESP32,24,0
178,08/06/2023 10:47,ESP32,24,0
179,08/06/2023 10:47,ESP32,24,0
180,08/06/2023 10:48,ESP32,24,0
181,08/06/2023 10:48,ESP32,24,0
182,08/06/2023 10:49,ESP32,24,0
183,08/06/2023 10:49,ESP32,24,0
184,08/06/2023 10:50,ESP32,24,0
185,08/06/2023 10:50,ESP32,24,0
186,08/06/2023 10:51,ESP32,24,0
187,08/06/2023 10:51,ESP32,24,0
188,08/06/2023 10:52,ESP32,24,0
189,08/06/2023 10:52,ESP32,24,0
190,08/06/2023 10:53,ESP32,24,0
191,08/06/2023 10:53,ESP32,24,0
192,08/06/2023 10:54,ESP32,24,0
193,08/06/2023 10:54,ESP32,24,0
194,08/06/2023 10:55,ESP32,24,0
195,08/06/2023 10:55,ESP32,24,0
196,08/06/2023 10:56,ESP32,24,0
197,08/06/2023 10:56,ESP32,24,0
198,08/06/2023 10:57,ESP32,24,0
199,08/06/2023 10:57,ESP32,24,0
200,08/06/2023 10:58,ESP32,25,0
201,08/06/2023 10:58,ESP32,24,0
202,08/06/2023 10:59,ESP32,24,0
203,08/06/2023 10:59,ESP32,24,0
204,08/06/2023 11:00,ESP32,24,0
205,08/06/2023 11:00,ESP32,24,0
206,08/06/2023 11:01,ESP32,24,0
207,08/06/2023 11:01,ESP32,24,0
208,08/06/2023 11:02,ESP32,24,0
209,08/06/2023 11:02,ESP32,24,0
210,08/06/2023 11:03,ESP32,24,0
211,08/06/2023 11:03,ESP32,24,0
212,08/06/2023 11:04,ESP32,24,0
213,08/06/2023 11:04,ESP32,24,0
214,08/06/2023 11:05,ESP32,24,0
215,08/06/2023 11:05,ESP32,25,0
216,08/06/2023 11:06,ESP32,24,0
217,08/06/2023 11:06,ESP32,25,0
218,08/06/2023 11:07,ESP32,24,0
219,08/06/2023 11:07,ESP32,24,0
220,08/06/2023 11:08,ESP32,24,0
221,08/06/2023 11:08,ESP32,24,0
222,08/06/2023 11:09,ESP32,24,0
223,08/06/2023 11:09,ESP32,24,0
224,08/06/2023 11:10,ESP32,24,0
225,08/06/2023 11:10,ESP32,24,0
226,08/06/2023 11:11,ESP32,25,0
227,08/06/2023 11:11,ESP32,24,0
228,08/06/2023 11:12,ESP32,24,0
229,08/06/2023 11:12,ESP32,24,0
230,08/06/2023 11:13,ESP32,24,0
231,08/06/2023 11:13,ESP32,25,0
232,08/06/2023 11:14,ESP32,24,0
233,08/06/2023 11:14,ESP32,24,0
234,08/06/2023 11:15,ESP32,24,0
235,08/06/2023 11:15,ESP32,24,0
236,08/06/2023 11:16,ESP32,24,0
237,08/06/2023 11:16,ESP32,24,0
238,08/06/2023 11:17,ESP32,24,0
239,08/06/2023 11:17,ESP32,25,0
240,08/06/2023 11:18,ESP32,24,0
241,08/06/2023 11:18,ESP32,24,0
242,08/06/2023 11:19,ESP32,24,0
243,08/06/2023 11:19,ESP32,24,0
244,08/06/2023 11:20,ESP32,24,0
245,08/06/2023 11:20,ESP32,24,0
246,08/06/2023 11:21,ESP32,24,0
247,08/06/2023 11:21,ESP32,24,0
248,08/06/2023 11:22,ESP32,24,0
249,08/06/2023 11:22,ESP32,24,0
250,08/06/2023 11:23,ESP32,25,0
251,08/06/2023 11:23,ESP32,24,0
252,08/06/2023 11:24,ESP32,24,0
253,08/06/2023 11:24,ESP32,24,0
254,08/06/2023 11:25,ESP32,25,0
255,08/06/2023 11:25,ESP32,24,0
256,08/06/2023 11:26,ESP32,24,0
257,08/06/2023 11:26,ESP32,24,0
258,08/06/2023 11:27,ESP32,24,0
259,08/06/2023 11:27,ESP32,24,0
260,24/07/2023 13:15,ESP32,31,0
261,24/07/2023 13:15,ESP32,30,0
262,24/07/2023 13:15,ESP32,31,0
263,24/07/2023 13:15,ESP32,31,0
264,24/07/2023 13:15,ESP32,31,0
265,24/07/2023 13:15,ESP32,31,0
266,24/07/2023 13:15,ESP32,31,0
267,24/07/2023 13:15,ESP32,31,0
268,24/07/2023 13:15,ESP32,31,0
269,24/07/2023 13:15,ESP32,30,0
270,24/07/2023 13:15,ESP32,31,0
271,24/07/2023 13:15,ESP32,31,0
272,24/07/2023 13:15,ESP32,31,0
273,24/07/2023 13:15,ESP32,31,0
274,24/07/2023 13:15,ESP32,31,0
275,24/07/2023 13:15,ESP32,31,0
276,24/07/2023 13:15,ESP32,31,0
277,24/07/2023 13:15,ESP32,31,0
278,24/07/2023 13:15,ESP32,31,0
279,24/07/2023 13:15,ESP32,31,0
280,24/07/2023 13:15,ESP32,31,0
281,24/07/2023 13:15,ESP32,31,0
282,24/07/2023 13:15,ESP32,31,0
283,24/07/2023 13:15,ESP32,30,0
284,24/07/2023 13:15,ESP32,31,0
285,24/07/2023 13:15,ESP32,30,0
286,24/07/2023 13:15,ESP32,30,0
287,24/07/2023 13:15,ESP32,31,0
288,24/07/2023 13:15,ESP32,31,0
289,24/07/2023 13:15,ESP32,31,0
290,24/07/2023 13:15,ESP32,31,0
291,24/07/2023 13:15,ESP32,32,0
292,24/07/2023 13:15,ESP32,32,0
293,24/07/2023 13:15,ESP32,33,0
294,24/07/2023 13:15,ESP32,33,0
295,24/07/2023 13:15,ESP32,33,0
296,24/07/2023 13:15,ESP32,34,0
297,24/07/2023 13:15,ESP32,34,0
298,24/07/2023 13:15,ESP32,34,0
299,24/07/2023 13:15,ESP32,34,0
300,24/07/2023 13:15,ESP32,34,0
301,24/07/2023 13:15,ESP32,34,0
302,24/07/2023 13:15,ESP32,35,0
303,24/07/2023 13:15,ESP32,35,0
304,24/07/2023 13:15,ESP32,34,0
305,24/07/2023 13:15,ESP32,35,0
306,24/07/2023 13:15,ESP32,35,0
307,24/07/2023 13:15,ESP32,35,0
308,24/07/2023 13:15,ESP32,34,0
309,24/07/2023 13:15,ESP32,35,0
310,24/07/2023 13:16,ESP32,35,0
311,24/07/2023 13:16,ESP32,34,0
312,24/07/2023 13:16,ESP32,34,0
313,24/07/2023 13:16,ESP32,35,0
314,24/07/2023 13:16,ESP32,35,0
315,24/07/2023 13:16,ESP32,35,0
316,24/07/2023 13:16,ESP32,35,0
317,24/07/2023 13:16,ESP32,35,0
318,24/07/2023 13:16,ESP32,34,0
319,24/07/2023 13:16,ESP32,34,0
320,24/07/2023 13:16,ESP32,35,0
321,24/07/2023 13:16,ESP32,34,0
322,24/07/2023 13:16,ESP32,34,0
323,24/07/2023 13:16,ESP32,34,0
324,24/07/2023 13:16,ESP32,34,0
325,24/07/2023 13:16,ESP32,34,0
326,24/07/2023 13:16,ESP32,34,0
327,24/07/2023 13:16,ESP32,34,0
328,24/07/2023 13:16,ESP32,34,0
329,24/07/2023 13:16,ESP32,34,0
330,24/07/2023 13:16,ESP32,34,0
331,24/07/2023 13:16,ESP32,34,0
332,24/07/2023 13:16,ESP32,34,0
333,24/07/2023 13:16,ESP32,33,0
334,24/07/2023 13:16,ESP32,34,0
335,24/07/2023 13:16,ESP32,34,0
336,24/07/2023 13:16,ESP32,34,0
337,24/07/2023 13:16,ESP32,33,0
338,24/07/2023 13:16,ESP32,33,0
339,24/07/2023 13:16,ESP32,33,0
340,24/07/2023 13:16,ESP32,33,0
341,24/07/2023 13:16,ESP32,33,0
342,24/07/2023 13:16,ESP32,33,0
343,24/07/2023 13:16,ESP32,33,0
344,24/07/2023 13:16,ESP32,33,0
345,24/07/2023 13:16,ESP32,33,0
346,24/07/2023 13:16,ESP32,33,0
347,24/07/2023 13:16,ESP32,33,0
348,24/07/2023 13:16,ESP32,33,0
349,24/07/2023 13:16,ESP32,33,0
350,24/07/2023 13:16,ESP32,33,0
351,24/07/2023 13:16,ESP32,33,0
352,24/07/2023 13:16,ESP32,33,0
353,24/07/2023 13:16,ESP32,33,0
354,24/07/2023 13:16,ESP32,33,0
355,24/07/2023 13:16,ESP32,33,0
356,24/07/2023 13:16,ESP32,33,0
357,24/07/2023 13:16,ESP32,33,0
358,24/07/2023 13:16,ESP32,32,0
359,24/07/2023 13:16,ESP32,33,0
360,24/07/2023 13:16,ESP32,33,0
361,24/07/2023 13:16,ESP32,33,0
362,24/07/2023 13:16,ESP32,33,0
363,24/07/2023 13:16,ESP32,33,0
364,24/07/2023 13:16,ESP32,33,0
365,24/07/2023 13:16,ESP32,33,0
366,24/07/2023 13:16,ESP32,33,0
367,24/07/2023 13:16,ESP32,33,0
368,24/07/2023 13:16,ESP32,33,0
369,24/07/2023 13:16,ESP32,33,0
370,24/07/2023 13:17,ESP32,32,0
371,24/07/2023 13:17,ESP32,33,0
372,24/07/2023 13:17,ESP32,33,0
373,24/07/2023 13:17,ESP32,32,0
374,24/07/2023 13:17,ESP32,32,0
375,24/07/2023 13:17,ESP32,32,0
376,24/07/2023 13:17,ESP32,32,0
377,24/07/2023 13:17,ESP32,32,0
378,24/07/2023 13:17,ESP32,32,0
379,24/07/2023 13:17,ESP32,32,0
380,24/07/2023 13:17,ESP32,32,0
381,24/07/2023 13:17,ESP32,32,0
382,24/07/2023 13:17,ESP32,32,0
383,24/07/2023 13:17,ESP32,32,0
384,24/07/2023 13:17,ESP32,32,0
385,24/07/2023 13:17,ESP32,32,0
386,24/07/2023 13:17,ESP32,32,0
387,24/07/2023 13:17,ESP32,31,0
388,24/07/2023 13:17,ESP32,32,0
389,24/07/2023 13:17,ESP32,32,0
390,24/07/2023 13:17,ESP32,32,0
391,24/07/2023 13:17,ESP32,32,0
392,24/07/2023 13:17,ESP32,32,0
393,24/07/2023 13:17,ESP32,31,0
394,24/07/2023 13:17,ESP32,31,0
395,24/07/2023 13:17,ESP32,32,0
396,24/07/2023 13:17,ESP32,32,0
397,24/07/2023 13:17,ESP32,31,0
398,24/07/2023 13:17,ESP32,32,0
399,24/07/2023 13:17,ESP32,31,0
400,24/07/2023 13:17,ESP32,32,0
401,24/07/2023 13:17,ESP32,31,0
402,24/07/2023 13:17,ESP32,32,0
403,24/07/2023 13:17,ESP32,32,0
404,24/07/2023 13:17,ESP32,31,0
405,24/07/2023 13:17,ESP32,31,0
406,24/07/2023 13:17,ESP32,31,0
407,24/07/2023 13:17,ESP32,31,0
408,24/07/2023 13:17,ESP32,32,0
409,24/07/2023 13:17,ESP32,32,0
410,24/07/2023 13:17,ESP32,31,0
411,24/07/2023 13:17,ESP32,31,0
412,24/07/2023 13:17,ESP32,32,0
413,24/07/2023 13:17,ESP32,31,0
414,24/07/2023 13:17,ESP32,31,0
415,24/07/2023 13:17,ESP32,31,0
416,24/07/2023 13:17,ESP32,32,0
417,24/07/2023 13:17,ESP32,31,0
418,24/07/2023 13:17,ESP32,31,0
419,24/07/2023 13:17,ESP32,31,0
420,24/07/2023 13:17,ESP32,31,0
421,24/07/2023 13:17,ESP32,31,0
422,24/07/2023 13:17,ESP32,31,0
423,24/07/2023 13:17,ESP32,31,0
424,24/07/2023 13:17,ESP32,31,0
425,24/07/2023 13:17,ESP32,31,0
426,24/07/2023 13:17,ESP32,31,0
427,24/07/2023 13:17,ESP32,31,0
428,24/07/2023 13:17,ESP32,31,0
429,24/07/2023 13:17,ESP32,31,0
430,24/07/2023 13:18,ESP32,31,0
431,24/07/2023 13:18,ESP32,31,0
432,24/07/2023 13:18,ESP32,31,0
433,24/07/2023 13:18,ESP32,31,0
434,24/07/2023 13:18,ESP32,31,0
435,24/07/2023 13:18,ESP32,31,0
436,24/07/2023 13:18,ESP32,31,0
437,24/07/2023 13:18,ESP32,31,0
438,24/07/2023 13:18,ESP32,31,0
439,24/07/2023 13:18,ESP32,31,0
440,24/07/2023 13:18,ESP32,31,0
441,24/07/2023 13:18,ESP32,31,0
442,24/07/2023 13:18,ESP32,31,0
443,24/07/2023 13:18,ESP32,31,0
444,24/07/2023 13:18,ESP32,31,0
445,24/07/2023 13:18,ESP32,31,0
446,24/07/2023 13:18,ESP32,31,0
447,24/07/2023 13:18,ESP32,31,0
448,24/07/2023 13:18,ESP32,30,0
449,24/07/2023 13:18,ESP32,30,0
450,24/07/2023 13:18,ESP32,31,0
451,24/07/2023 13:18,ESP32,30,0
452,24/07/2023 13:18,ESP32,31,0
453,24/07/2023 13:18,ESP32,31,0
454,24/07/2023 13:18,ESP32,30,0
455,24/07/2023 13:18,ESP32,31,0
456,24/07/2023 13:18,ESP32,31,0
457,24/07/2023 13:18,ESP32,31,0
458,24/07/2023 13:18,ESP32,31,0
459,24/07/2023 13:18,ESP32,30,0
460,24/07/2023 13:18,ESP32,31,0
461,24/07/2023 13:18,ESP32,30,0
462,24/07/2023 13:18,ESP32,31,0
463,24/07/2023 13:18,ESP32,30,0
464,24/07/2023 13:18,ESP32,30,0
465,24/07/2023 13:18,ESP32,30,0
466,24/07/2023 13:18,ESP32,30,0
467,24/07/2023 13:18,ESP32,30,0
468,24/07/2023 13:18,ESP32,30,0
469,24/07/2023 13:18,ESP32,30,0
470,24/07/2023 13:18,ESP32,30,0
471,24/07/2023 13:18,ESP32,30,0
472,24/07/2023 13:18,ESP32,30,0
473,24/07/2023 13:18,ESP32,31,0
474,24/07/2023 13:18,ESP32,30,0
475,24/07/2023 13:18,ESP32,30,0
476,24/07/2023 13:18,ESP32,30,0
477,24/07/2023 13:18,ESP32,31,0
478,24/07/2023 13:18,ESP32,30,0
479,24/07/2023 13:18,ESP32,30,0
480,24/07/2023 13:18,ESP32,30,0
481,24/07/2023 13:18,ESP32,30,0
482,24/07/2023 13:18,ESP32,30,0
483,24/07/2023 13:18,ESP32,30,0
484,24/07/2023 13:18,ESP32,30,0
485,24/07/2023 13:18,ESP32,31,0
486,24/07/2023 13:18,ESP32,31,0
487,24/07/2023 13:18,ESP32,30,0
488,24/07/2023 13:18,ESP32,30,0
489,24/07/2023 13:19,ESP32,30,0
490,24/07/2023 13:19,ESP32,30,0
491,24/07/2023 13:19,ESP32,30,0
492,24/07/2023 13:19,ESP32,30,0
493,24/07/2023 13:19,ESP32,30,0
494,24/07/2023 13:19,ESP32,30,0
495,24/07/2023 13:19,ESP32,30,0
496,24/07/2023 13:19,ESP32,30,0
497,24/07/2023 13:19,ESP32,30,0
498,24/07/2023 13:19,ESP32,30,0
499,24/07/2023 13:19,ESP32,30,0
500,24/07/2023 13:19,ESP32,30,0
501,24/07/2023 13:19,ESP32,29,0
502,24/07/2023 13:19,ESP32,30,0
503,24/07/2023 13:19,ESP32,30,0
504,24/07/2023 13:19,ESP32,30,0
505,24/07/2023 13:19,ESP32,30,0
506,24/07/2023 13:19,ESP32,30,0
507,24/07/2023 13:19,ESP32,30,0
508,24/07/2023 13:19,ESP32,29,0
509,24/07/2023 13:19,ESP32,30,0
510,24/07/2023 13:19,ESP32,30,0
511,24/07/2023 13:19,ESP32,30,0
512,24/07/2023 13:19,ESP32,30,0
513,24/07/2023 13:19,ESP32,30,0
514,24/07/2023 13:19,ESP32,30,0
515,24/07/2023 13:19,ESP32,30,0
516,24/07/2023 13:19,ESP32,30,0
517,24/07/2023 13:19,ESP32,30,0
518,24/07/2023 13:19,ESP32,30,0
519,24/07/2023 13:19,ESP32,30,0
520,24/07/2023 13:19,ESP32,30,0
521,24/07/2023 13:19,ESP32,30,0
522,24/07/2023 13:19,ESP32,30,0
523,24/07/2023 13:19,ESP32,30,0
524,24/07/2023 13:19,ESP32,30,0
525,24/07/2023 13:19,ESP32,29,0
526,24/07/2023 13:19,ESP32,30,0
527,24/07/2023 13:19,ESP32,30,0
528,24/07/2023 13:19,ESP32,29,0
529,24/07/2023 13:19,ESP32,30,0
530,24/07/2023 13:19,ESP32,30,0
531,24/07/2023 13:19,ESP32,30,0
532,24/07/2023 13:19,ESP32,30,0
533,24/07/2023 13:19,ESP32,29,0
534,24/07/2023 13:19,ESP32,30,0
535,24/07/2023 13:19,ESP32,29,0
536,24/07/2023 13:19,ESP32,29,0
537,24/07/2023 17:19,ESP32,29,0
538,24/07/2023 17:20,ESP32,29,0
539,24/07/2023 17:20,ESP32,29,0
540,24/07/2023 17:20,ESP32,29,0
541,24/07/2023 17:20,ESP32,29,0
542,24/07/2023 17:20,ESP32,29,0
543,24/07/2023 17:20,ESP32,29,0
544,24/07/2023 17:20,ESP32,29,0
545,24/07/2023 17:20,ESP32,29,0
546,24/07/2023 17:20,ESP32,29,0
547,24/07/2023 17:20,ESP32,29,0
548,24/07/2023 17:20,ESP32,29,0
549,24/07/2023 17:20,ESP32,29,0
550,24/07/2023 17:20,ESP32,29,0
551,24/07/2023 17:20,ESP32,29,0
552,24/07/2023 17:20,ESP32,30,0
553,24/07/2023 17:20,ESP32,29,0
554,24/07/2023 17:20,ESP32,29,0
555,24/07/2023 17:20,ESP32,29,0
556,24/07/2023 17:20,ESP32,29,0
557,24/07/2023 17:20,ESP32,29,0
558,24/07/2023 17:20,ESP32,29,0
559,24/07/2023 17:20,ESP32,29,0
560,24/07/2023 17:20,ESP32,29,0
561,24/07/2023 17:20,ESP32,30,0
562,24/07/2023 17:20,ESP32,29,0
563,24/07/2023 17:20,ESP32,30,0
564,24/07/2023 17:20,ESP32,30,0
565,24/07/2023 17:20,ESP32,29,0
566,24/07/2023 17:20,ESP32,29,0
567,24/07/2023 17:20,ESP32,30,0
568,24/07/2023 17:20,ESP32,30,0
569,24/07/2023 17:20,ESP32,29,0
570,24/07/2023 17:20,ESP32,29,0
571,24/07/2023 17:20,ESP32,28,0
572,24/07/2023 17:20,ESP32,29,0
573,24/07/2023 17:20,ESP32,30,0
574,24/07/2023 17:20,ESP32,29,0
575,24/07/2023 17:20,ESP32,29,0
576,24/07/2023 17:20,ESP32,29,0
577,24/07/2023 17:20,ESP32,30,0
578,24/07/2023 17:20,ESP32,29,0
579,24/07/2023 17:20,ESP32,29,0
580,24/07/2023 17:20,ESP32,29,0
581,24/07/2023 17:20,ESP32,29,0
582,24/07/2023 17:20,ESP32,29,0
583,24/07/2023 17:20,ESP32,29,0
584,24/07/2023 17:20,ESP32,29,0
585,24/07/2023 17:20,ESP32,29,0
586,24/07/2023 17:20,ESP32,29,0
587,24/07/2023 17:20,ESP32,29,0
588,24/07/2023 17:20,ESP32,29,0
589,24/07/2023 17:20,ESP32,29,0
590,24/07/2023 17:20,ESP32,29,0
591,24/07/2023 17:20,ESP32,29,0
592,24/07/2023 17:20,ESP32,29,0
593,24/07/2023 17:20,ESP32,29,0
594,24/07/2023 17:20,ESP32,29,0
595,24/07/2023 17:20,ESP32,30,0
596,24/07/2023 17:20,ESP32,29,0
597,24/07/2023 17:21,ESP32,29,0
598,24/07/2023 17:21,ESP32,30,0
599,24/07/2023 17:21,ESP32,29,0
600,24/07/2023 17:21,ESP32,29,0
601,24/07/2023 17:21,ESP32,29,0
602,24/07/2023 17:21,ESP32,30,0
603,24/07/2023 17:21,ESP32,30,0
604,24/07/2023 17:21,ESP32,29,0
605,24/07/2023 17:21,ESP32,29,0
606,24/07/2023 17:21,ESP32,29,0
607,24/07/2023 17:21,ESP32,29,0
608,24/07/2023 17:21,ESP32,30,0
609,24/07/2023 17:21,ESP32,29,0
610,24/07/2023 17:21,ESP32,29,0
611,24/07/2023 17:21,ESP32,29,0
612,24/07/2023 17:21,ESP32,30,0
613,24/07/2023 17:21,ESP32,30,0
614,24/07/2023 17:21,ESP32,30,0
615,24/07/2023 17:21,ESP32,30,0
616,24/07/2023 17:21,ESP32,29,0
617,24/07/2023 17:21,ESP32,30,0
618,24/07/2023 17:21,ESP32,29,0
619,24/07/2023 17:21,ESP32,29,0
620,24/07/2023 17:21,ESP32,30,0
621,24/07/2023 17:21,ESP32,29,0
622,24/07/2023 17:21,ESP32,30,0
623,24/07/2023 17:21,ESP32,30,0
624,24/07/2023 17:21,ESP32,30,0
625,24/07/2023 17:21,ESP32,30,0
626,24/07/2023 17:21,ESP32,30,0
627,24/07/2023 17:21,ESP32,30,0
628,24/07/2023 17:21,ESP32,30,0
629,24/07/2023 17:21,ESP32,29,0
630,24/07/2023 17:21,ESP32,29,0
631,24/07/2023 17:21,ESP32,29,0
632,24/07/2023 17:21,ESP32,30,0
633,24/07/2023 17:21,ESP32,30,0
634,24/07/2023 17:21,ESP32,30,0
